code,full_text
46B04,Class: Functional analysis Subclass: Normed linear spaces and Banach spaces; Banach lattices Subsubclass: Isometric theory of Banach spaces
46B06,Class: Functional analysis Subclass: Normed linear spaces and Banach spaces; Banach lattices Subsubclass: Asymptotic theory of Banach spaces
46B07,Class: Functional analysis Subclass: Normed linear spaces and Banach spaces; Banach lattices Subsubclass: Local theory of Banach spaces
46B08,Class: Functional analysis Subclass: Normed linear spaces and Banach spaces; Banach lattices Subsubclass: Ultraproduct techniques in Banach space theory
46B09,Class: Functional analysis Subclass: Normed linear spaces and Banach spaces; Banach lattices Subsubclass: Probabilistic methods in Banach space theory
46B10,Class: Functional analysis Subclass: Normed linear spaces and Banach spaces; Banach lattices Subsubclass: Duality and reflexivity in normed linear and Banach spaces
46B15,Class: Functional analysis Subclass: Normed linear spaces and Banach spaces; Banach lattices Subsubclass: Summability and bases; functional analytic aspects of frames in Banach and Hilbert spaces
46B20,Class: Functional analysis Subclass: Normed linear spaces and Banach spaces; Banach lattices Subsubclass: Geometry and structure of normed linear spaces
46B22,"Class: Functional analysis Subclass: Normed linear spaces and Banach spaces; Banach lattices Subsubclass: Radon-Nikodym, Kreın-Milman and related properties"
46B25,Class: Functional analysis Subclass: Normed linear spaces and Banach spaces; Banach lattices Subsubclass: Classical Banach spaces in the general theory
46B26,Class: Functional analysis Subclass: Normed linear spaces and Banach spaces; Banach lattices Subsubclass: Nonseparable Banach spaces
46B28,Class: Functional analysis Subclass: Normed linear spaces and Banach spaces; Banach lattices Subsubclass: Spaces of operators; tensor products; approximation properties
46B40,Class: Functional analysis Subclass: Normed linear spaces and Banach spaces; Banach lattices Subsubclass: Ordered normed spaces
46B42,Class: Functional analysis Subclass: Normed linear spaces and Banach spaces; Banach lattices Subsubclass: Banach lattices
46B45,Class: Functional analysis Subclass: Normed linear spaces and Banach spaces; Banach lattices Subsubclass: Banach sequence spaces
46B50,Class: Functional analysis Subclass: Normed linear spaces and Banach spaces; Banach lattices Subsubclass: Compactness in Banach (or normed) spaces
46B70,Class: Functional analysis Subclass: Normed linear spaces and Banach spaces; Banach lattices Subsubclass: Interpolation between normed linear spaces
46B80,Class: Functional analysis Subclass: Normed linear spaces and Banach spaces; Banach lattices Subsubclass: Nonlinear classification of Banach spaces; nonlinear quotients
46B85,Class: Functional analysis Subclass: Normed linear spaces and Banach spaces; Banach lattices Subsubclass: Embeddings of discrete metric spaces into Banach spaces; applications in topology and computer science
46B87,Class: Functional analysis Subclass: Normed linear spaces and Banach spaces; Banach lattices Subsubclass: Lineability in functional analysis
46B99,"Class: Functional analysis Subclass: Normed linear spaces and Banach spaces; Banach lattices Subsubclass: None of the above, but in this section"
46Cxx,"Class: Functional analysis Subclass: Inner product spaces and their generalizations, Hilbert spaces"
46C05,"Class: Functional analysis Subclass: Inner product spaces and their generalizations, Hilbert spaces Subsubclass: Hilbert and pre-Hilbert spaces: geometry and topology (including spaces with semidefinite inner product)"
46C07,"Class: Functional analysis Subclass: Inner product spaces and their generalizations, Hilbert spaces Subsubclass: Hilbert subspaces (= operator ranges); complementation (Aronszajn, de Branges, etc.)"
46C15,"Class: Functional analysis Subclass: Inner product spaces and their generalizations, Hilbert spaces Subsubclass: Characterizations of Hilbert spaces"
46C20,"Class: Functional analysis Subclass: Inner product spaces and their generalizations, Hilbert spaces Subsubclass: Spaces with indefinite inner product (Kre˘ın spaces, Pontryagin spaces, etc.)"
46C50,"Class: Functional analysis Subclass: Inner product spaces and their generalizations, Hilbert spaces Subsubclass: Generalizations of inner products (semi-inner products, partial inner products, etc.)"
46C99,"Class: Functional analysis Subclass: Inner product spaces and their generalizations, Hilbert spaces Subsubclass: None of the above, but in this section"
46Exx,Class: Functional analysis Subclass: Linear function spaces and their duals
46E05,"Class: Functional analysis Subclass: Linear function spaces and their duals Subsubclass: Lattices of continuous, differentiable or analytic functions"
46E10,"Class: Functional analysis Subclass: Linear function spaces and their duals Subsubclass: Topological linear spaces of continuous, differentiable or analytic functions"
46E15,"Class: Functional analysis Subclass: Linear function spaces and their duals Subsubclass: Banach spaces of continuous, differentiable or analytic functions"
46E20,"Class: Functional analysis Subclass: Linear function spaces and their duals Subsubclass: Hilbert spaces of continuous, differentiable or analytic functions"
46E22,"Class: Functional analysis Subclass: Linear function spaces and their duals Subsubclass: Hilbert spaces with reproducing kernels (= (proper) functional Hilbert spaces, including de Branges-Rovnyak and other structured spaces)"
46E25,"Class: Functional analysis Subclass: Linear function spaces and their duals Subsubclass: Rings and algebras of continuous, differentiable or analytic functions"
46E27,Class: Functional analysis Subclass: Linear function spaces and their duals Subsubclass: Spaces of measures
46E30,"Class: Functional analysis Subclass: Linear function spaces and their duals Subsubclass: Spaces of measurable functions (Lp-spaces, Orlicz spaces, K¨othe function spaces, Lorentz spaces, rearrangement invariant spaces, ideal spaces, etc.)"
46E35,"Class: Functional analysis Subclass: Linear function spaces and their duals Subsubclass: Sobolev spaces and other spaces of “smooth” functions, embedding theorems, trace theorems"
46E36,Class: Functional analysis Subclass: Linear function spaces and their duals Subsubclass: Sobolev (and similar kinds of) spaces of functions on metric spaces; analysis on metric spaces
46E39,Class: Functional analysis Subclass: Linear function spaces and their duals Subsubclass: Sobolev (and similar kinds of) spaces of functions of discrete variables
46E40,Class: Functional analysis Subclass: Linear function spaces and their duals Subsubclass: Spaces of vector and operator valued functions
46E50,Class: Functional analysis Subclass: Linear function spaces and their duals Subsubclass: Spaces of differentiable or holomorphic functions on infinite-dimensional spaces
46E99,"Class: Functional analysis Subclass: Linear function spaces and their duals Subsubclass: None of the above, but in this section"
46Fxx,"Class: Functional analysis Subclass: Distributions, generalized functions, distribution spaces"
46F05,"Class: Functional analysis Subclass: Distributions, generalized functions, distribution spaces Subsubclass: Topological linear spaces of test functions, distributions and ultradistributions"
46F10,"Class: Functional analysis Subclass: Distributions, generalized functions, distribution spaces Subsubclass: Operations with distributions and generalized functions"
46F12,"Class: Functional analysis Subclass: Distributions, generalized functions, distribution spaces Subsubclass: Integral transforms in distribution spaces"
46F15,"Class: Functional analysis Subclass: Distributions, generalized functions, distribution spaces Subsubclass: Hyperfunctions, analytic functionals"
46F20,"Class: Functional analysis Subclass: Distributions, generalized functions, distribution spaces Subsubclass: Distributions and ultradistributions as boundary values of analytic functions"
46F25,"Class: Functional analysis Subclass: Distributions, generalized functions, distribution spaces Subsubclass: Distributions on infinite-dimensional spaces"
46F30,"Class: Functional analysis Subclass: Distributions, generalized functions, distribution spaces Subsubclass: Generalized functions for nonlinear analysis (Rosinger, Colombeau, nonstandard, etc.)"
46F99,"Class: Functional analysis Subclass: Distributions, generalized functions, distribution spaces Subsubclass: None of the above, but in this section"
46Gxx,"Class: Functional analysis Subclass: Measures, integration, derivative, holomorphy (all involving infinite- dimensional spaces)"
